source,target,relation,weight
campus,overall_rating_score,co_occurs_with,2
campus,parking,co_occurs_with,2
campus,proximity,co_occurs_with,2
campus,review_count,co_occurs_with,2
campus,star_icon,co_occurs_with,2
campus,wifi,co_occurs_with,2
card,category_badge,co_occurs_with,2
card,clickable_link,co_occurs_with,2
card,eg_89_review,co_occurs_with,2
card,green_text,co_occurs_with,2
card,left_corner,co_occurs_with,2
card,name,co_occurs_with,2
card,overall_rating_score,co_occurs_with,2
card,proximity,co_occurs_with,2
card,security,co_occurs_with,2
card,service_type,co_occurs_with,2
card,text,co_occurs_with,2
category_badge,hostel,co_occurs_with,2
category_badge,input_field,co_occurs_with,2
category_badge,review_count,co_occurs_with,2
category_badge,service_type,co_occurs_with,2
category_badge,text,co_occurs_with,2
category_badge,user,co_occurs_with,2
clickable_link,home_page,co_occurs_with,2
clickable_link,input_field,co_occurs_with,2
clickable_link,left_corner,co_occurs_with,2
clickable_link,logo,co_occurs_with,2
clickable_link,user,co_occurs_with,2
datum,left,co_occurs_with,2
datum,name,co_occurs_with,2
datum,password,co_occurs_with,2
descriptive_text,left_corner,co_occurs_with,2
descriptive_text,logo,co_occurs_with,2
descriptive_text,multi_step_registration_process,co_occurs_with,2
descriptive_text,welcome_panel,co_occurs_with,2
eg_89_review,green_text,co_occurs_with,2
eg_89_review,hostel,co_occurs_with,2
eg_89_review,left,co_occurs_with,2
eg_89_review,option,co_occurs_with,2
eg_89_review,overall_rating_score,co_occurs_with,2
eg_89_review,parking,co_occurs_with,2
eg_89_review,proximity,co_occurs_with,2
eg_89_review,review,co_occurs_with,2
eg_89_review,user,co_occurs_with,2
eg_89_review,wifi,co_occurs_with,2
green_text,hostel,co_occurs_with,2
green_text,left,co_occurs_with,2
green_text,option,co_occurs_with,2
green_text,overall_rating_score,co_occurs_with,2
green_text,parking,co_occurs_with,2
green_text,proximity,co_occurs_with,2
green_text,review,co_occurs_with,2
green_text,user,co_occurs_with,2
green_text,wifi,co_occurs_with,2
home_page,input_field,co_occurs_with,2
home_page,left,co_occurs_with,2
home_page,navigation_dot,co_occurs_with,2
hostel,left,co_occurs_with,2
hostel,location_icon,co_occurs_with,2
hostel,option,co_occurs_with,2
hostel,overall_rating_score,co_occurs_with,2
hostel,parking,co_occurs_with,2
hostel,proximity,co_occurs_with,2
hostel,review_count,co_occurs_with,2
hostel,service_type,co_occurs_with,2
hostel,star_icon,co_occurs_with,2
hostel,text,co_occurs_with,2
hostel,wifi,co_occurs_with,2
input_field,name,co_occurs_with,2
input_field,password,co_occurs_with,2
large_visual_section,left_corner,co_occurs_with,2
large_visual_section,logo,co_occurs_with,2
large_visual_section,multi_step_registration_process,co_occurs_with,2
large_visual_section,welcome_panel,co_occurs_with,2
left,left_corner,co_occurs_with,2
left,name,co_occurs_with,2
left,option,co_occurs_with,2
left,overall_rating_score,co_occurs_with,2
left,parking,co_occurs_with,2
left,proximity,co_occurs_with,2
left,wifi,co_occurs_with,2
left_corner,multi_step_registration_process,co_occurs_with,2
left_corner,password,co_occurs_with,2
left_corner,service,co_occurs_with,2
left_corner,welcome_panel,co_occurs_with,2
location_icon,review,co_occurs_with,2
location_icon,service,co_occurs_with,2
location_icon,star_icon,co_occurs_with,2
logo,multi_step_registration_process,co_occurs_with,2
logo,password,co_occurs_with,2
logo,service,co_occurs_with,2
logo,welcome_panel,co_occurs_with,2
multi_step_registration_process,user,co_occurs_with,2
multi_step_registration_process,welcome_panel,co_occurs_with,2
name,parking,co_occurs_with,2
name,review,co_occurs_with,2
name,security,co_occurs_with,2
name,text,co_occurs_with,2
name,wifi,co_occurs_with,2
option,overall_rating_score,co_occurs_with,2
option,parking,co_occurs_with,2
option,proximity,co_occurs_with,2
option,wifi,co_occurs_with,2
overall_rating_score,parking,co_occurs_with,2
overall_rating_score,proximity,co_occurs_with,2
overall_rating_score,review,co_occurs_with,2
overall_rating_score,user,co_occurs_with,2
overall_rating_score,wifi,co_occurs_with,2
parking,proximity,co_occurs_with,2
parking,security,co_occurs_with,2
parking,user,co_occurs_with,2
proximity,review,co_occurs_with,2
proximity,user,co_occurs_with,2
proximity,wifi,co_occurs_with,2
review,security,co_occurs_with,2
review,star_icon,co_occurs_with,2
review_count,service,co_occurs_with,2
review_count,service_type,co_occurs_with,2
review_count,text,co_occurs_with,2
security,wifi,co_occurs_with,2
service,star_icon,co_occurs_with,2
service_type,text,co_occurs_with,2
service_type,user,co_occurs_with,2
text,user,co_occurs_with,2
user,welcome_panel,co_occurs_with,2
user,wifi,co_occurs_with,2
authentication,user_interaction_pattern,co_occurs_with,2
christ_university_central_campus,terminology,co_occurs_with,2
interface_component,platform,co_occurs_with,2
interface_component,unieasy_platform,co_occurs_with,2
interface_component,user,co_occurs_with,2
platform,terminology,co_occurs_with,2
platform,user_interaction_pattern,co_occurs_with,2
terminology,ui_design_document,co_occurs_with,2
button,cognitive_load,co_occurs_with,2
button,color_scheme,co_occurs_with,2
button,consistency,co_occurs_with,2
button,essential_information,co_occurs_with,2
button,heading,co_occurs_with,2
button,information,co_occurs_with,2
button,layout_structure,co_occurs_with,2
button,subheading,co_occurs_with,2
campus_specific_service,platform,co_occurs_with,2
card,cognitive_load,co_occurs_with,2
card,color_scheme,co_occurs_with,2
card,depth,co_occurs_with,2
card,environment,co_occurs_with,2
card,heading,co_occurs_with,2
card,information,co_occurs_with,2
card,layout_structure,co_occurs_with,2
card,right_corner,co_occurs_with,2
card,rounded_corner,co_occurs_with,2
card,subheading,co_occurs_with,2
card,subtle_shadow,co_occurs_with,2
cognitive_load,heading,co_occurs_with,2
cognitive_load,information,co_occurs_with,2
cognitive_load,readability,co_occurs_with,2
cognitive_load,right_corner,co_occurs_with,2
cognitive_load,subheading,co_occurs_with,2
cognitive_load,user,co_occurs_with,2
color_scheme,hero_section,co_occurs_with,2
color_scheme,logo,co_occurs_with,2
color_scheme,platform,co_occurs_with,2
color_scheme,screen,co_occurs_with,2
color_scheme,user,co_occurs_with,2
consistency,essential_information,co_occurs_with,2
consistency,screen,co_occurs_with,2
consistency,unieasy_platform,co_occurs_with,2
consistency,visual_hierarchy,co_occurs_with,2
depth,readability,co_occurs_with,2
depth,rounded_corner,co_occurs_with,2
depth,smooth_transition,co_occurs_with,2
environment,student,co_occurs_with,2
environment,user,co_occurs_with,2
essential_information,hero_section,co_occurs_with,2
essential_information,interface,co_occurs_with,2
essential_information,screen,co_occurs_with,2
essential_information,unieasy_platform,co_occurs_with,2
essential_information,user,co_occurs_with,2
heading,hero_section,co_occurs_with,2
heading,information,co_occurs_with,2
heading,readability,co_occurs_with,2
heading,right_corner,co_occurs_with,2
heading,student,co_occurs_with,2
heading,subheading,co_occurs_with,2
hero_section,interface,co_occurs_with,2
information,readability,co_occurs_with,2
information,right_corner,co_occurs_with,2
information,subheading,co_occurs_with,2
information,user,co_occurs_with,2
interface,navigation_structure,co_occurs_with,2
interface,screen,co_occurs_with,2
interface,unieasy_platform,co_occurs_with,2
interface,visual_hierarchy,co_occurs_with,2
layout_structure,unieasy_platform,co_occurs_with,2
logo,unieasy_platform,co_occurs_with,2
navigation_structure,visual_hierarchy,co_occurs_with,2
platform,visual_hierarchy,co_occurs_with,2
readability,right_corner,co_occurs_with,2
readability,rounded_corner,co_occurs_with,2
readability,subheading,co_occurs_with,2
readability,subtle_shadow,co_occurs_with,2
right_corner,subheading,co_occurs_with,2
rounded_corner,smooth_transition,co_occurs_with,2
rounded_corner,subtle_shadow,co_occurs_with,2
screen,student,co_occurs_with,2
smooth_transition,subtle_shadow,co_occurs_with,2
subheading,user,co_occurs_with,2
accommodation,home,co_occurs_with,2
accommodation,interface,co_occurs_with,2
accommodation,ui_design,co_occurs_with,2
button,component_alignment,co_occurs_with,2
button,flexible_layout_container,co_occurs_with,2
button,layout_shift,co_occurs_with,2
button,page_title,co_occurs_with,2
button,screen_width,co_occurs_with,2
component_alignment,desktop,co_occurs_with,2
component_alignment,flexible_layout_container,co_occurs_with,2
component_alignment,layout_shift,co_occurs_with,2
component_alignment,navigation_element,co_occurs_with,2
component_alignment,screen_width,co_occurs_with,2
component_alignment,search_bar,co_occurs_with,2
component_alignment,service,co_occurs_with,2
component_alignment,tablet,co_occurs_with,2
component_alignment,unieasy_platform,co_occurs_with,2
consistency,quick_link,co_occurs_with,2
consistency,term,co_occurs_with,2
consistency,ui_design,co_occurs_with,2
descriptive_text,page_title,co_occurs_with,2
desktop,flexible_layout_container,co_occurs_with,2
desktop,layout_shift,co_occurs_with,2
desktop,navigation_element,co_occurs_with,2
desktop,screen_width,co_occurs_with,2
desktop,search_bar,co_occurs_with,2
desktop,service,co_occurs_with,2
desktop,unieasy_platform,co_occurs_with,2
eating_place,interface,co_occurs_with,2
eating_place,ui_design,co_occurs_with,2
flexible_layout_container,layout_shift,co_occurs_with,2
flexible_layout_container,navigation_element,co_occurs_with,2
flexible_layout_container,screen_width,co_occurs_with,2
flexible_layout_container,search_bar,co_occurs_with,2
flexible_layout_container,service,co_occurs_with,2
flexible_layout_container,tablet,co_occurs_with,2
flexible_layout_container,unieasy_platform,co_occurs_with,2
food,interface,co_occurs_with,2
food,ui_design,co_occurs_with,2
guest,home,co_occurs_with,2
home,page_title,co_occurs_with,2
home_page,mobile_device,co_occurs_with,2
home_page,page_title,co_occurs_with,2
home_page,tablet,co_occurs_with,2
interface,service,co_occurs_with,2
layout_shift,navigation_element,co_occurs_with,2
layout_shift,screen_width,co_occurs_with,2
layout_shift,search_bar,co_occurs_with,2
layout_shift,service,co_occurs_with,2
layout_shift,tablet,co_occurs_with,2
layout_shift,unieasy_platform,co_occurs_with,2
mobile_device,unieasy_platform,co_occurs_with,2
navigation_element,screen_width,co_occurs_with,2
navigation_element,tablet,co_occurs_with,2
screen_width,search_bar,co_occurs_with,2
screen_width,service,co_occurs_with,2
screen_width,tablet,co_occurs_with,2
screen_width,unieasy_platform,co_occurs_with,2
search_bar,tablet,co_occurs_with,2
service,tablet,co_occurs_with,2
service,ui_design,co_occurs_with,2
ui_design,unieasy_platform,co_occurs_with,2
accessibility,background,co_occurs_with,2
accessibility,color_scheme,co_occurs_with,2
accessibility,left_corner,co_occurs_with,2
accessibility,visual_element,co_occurs_with,2
action,campus_specific_service,co_occurs_with,2
action,card,co_occurs_with,2
action,color_scheme,co_occurs_with,2
action,input_field,co_occurs_with,2
action,navigation,co_occurs_with,2
action,visual_element,co_occurs_with,2
aspect_ratio,button,co_occurs_with,2
aspect_ratio,card,co_occurs_with,2
aspect_ratio,container,co_occurs_with,2
aspect_ratio,distortion,co_occurs_with,2
aspect_ratio,horizontal_scrolling,co_occurs_with,2
aspect_ratio,interactive_element,co_occurs_with,2
aspect_ratio,navigation_menu,co_occurs_with,2
aspect_ratio,padding,co_occurs_with,2
aspect_ratio,tablet,co_occurs_with,2
aspect_ratio,unieasy_platform,co_occurs_with,2
aspect_ratio,usability,co_occurs_with,2
aspect_ratio,wide_screen,co_occurs_with,2
background,button,co_occurs_with,2
background,card,co_occurs_with,2
background,unieasy,co_occurs_with,2
background,user,co_occurs_with,2
button,container,co_occurs_with,2
button,distortion,co_occurs_with,2
button,horizontal_scrolling,co_occurs_with,2
button,left_corner,co_occurs_with,2
button,navigation_menu,co_occurs_with,2
button,padding,co_occurs_with,2
button,right,co_occurs_with,2
button,wide_screen,co_occurs_with,2
campus_specific_service,input_field,co_occurs_with,2
campus_specific_service,visual_element,co_occurs_with,2
card,container,co_occurs_with,2
card,distortion,co_occurs_with,2
card,form,co_occurs_with,2
card,horizontal_scrolling,co_occurs_with,2
card,navigation_menu,co_occurs_with,2
card,padding,co_occurs_with,2
card,right,co_occurs_with,2
card,wide_screen,co_occurs_with,2
color_scheme,input_field,co_occurs_with,2
color_scheme,interactive_element,co_occurs_with,2
color_scheme,visual_element,co_occurs_with,2
container,distortion,co_occurs_with,2
container,horizontal_scrolling,co_occurs_with,2
container,interactive_element,co_occurs_with,2
container,navigation_menu,co_occurs_with,2
container,padding,co_occurs_with,2
container,tablet,co_occurs_with,2
container,unieasy_platform,co_occurs_with,2
container,usability,co_occurs_with,2
container,wide_screen,co_occurs_with,2
distortion,horizontal_scrolling,co_occurs_with,2
distortion,interactive_element,co_occurs_with,2
distortion,navigation_menu,co_occurs_with,2
distortion,padding,co_occurs_with,2
distortion,tablet,co_occurs_with,2
distortion,unieasy_platform,co_occurs_with,2
distortion,usability,co_occurs_with,2
distortion,wide_screen,co_occurs_with,2
form,input_field,co_occurs_with,2
hero_section,left_corner,co_occurs_with,2
horizontal_scrolling,interactive_element,co_occurs_with,2
horizontal_scrolling,navigation_menu,co_occurs_with,2
horizontal_scrolling,padding,co_occurs_with,2
horizontal_scrolling,tablet,co_occurs_with,2
horizontal_scrolling,unieasy_platform,co_occurs_with,2
horizontal_scrolling,usability,co_occurs_with,2
horizontal_scrolling,wide_screen,co_occurs_with,2
input_field,theme_toggle,co_occurs_with,2
input_field,unieasy_platform,co_occurs_with,2
input_field,visual_element,co_occurs_with,2
interactive_element,navigation_menu,co_occurs_with,2
interactive_element,padding,co_occurs_with,2
interactive_element,visual_element,co_occurs_with,2
interactive_element,wide_screen,co_occurs_with,2
left_corner,platform,co_occurs_with,2
left_corner,unieasy,co_occurs_with,2
logo,right,co_occurs_with,2
navigation,platform,co_occurs_with,2
navigation_menu,padding,co_occurs_with,2
navigation_menu,tablet,co_occurs_with,2
navigation_menu,unieasy_platform,co_occurs_with,2
navigation_menu,usability,co_occurs_with,2
navigation_menu,wide_screen,co_occurs_with,2
padding,tablet,co_occurs_with,2
padding,unieasy_platform,co_occurs_with,2
padding,usability,co_occurs_with,2
padding,wide_screen,co_occurs_with,2
right,student,co_occurs_with,2
right,theme_toggle,co_occurs_with,2
student,visual_element,co_occurs_with,2
tablet,wide_screen,co_occurs_with,2
unieasy_platform,usability,co_occurs_with,2
unieasy_platform,visual_element,co_occurs_with,2
unieasy_platform,wide_screen,co_occurs_with,2
usability,wide_screen,co_occurs_with,2
accessibility,category_badge,co_occurs_with,2
amenity,category_badge,co_occurs_with,2
amenity,dark_mode,co_occurs_with,2
amenity,eye_strain,co_occurs_with,2
amenity,hostel,co_occurs_with,2
amenity,label,co_occurs_with,2
amenity,light_mode,co_occurs_with,2
amenity,light_text,co_occurs_with,2
button,label,co_occurs_with,2
card,contact_information,co_occurs_with,2
card,focus_indicator,co_occurs_with,2
card,hover_effect,co_occurs_with,2
category_badge,dark_mode,co_occurs_with,2
category_badge,eye_strain,co_occurs_with,2
category_badge,light_mode,co_occurs_with,2
category_badge,light_text,co_occurs_with,2
contact_information,header,co_occurs_with,2
contact_information,review_count,co_occurs_with,2
dark_mode,eye_strain,co_occurs_with,2
dark_mode,light_text,co_occurs_with,2
eye_strain,light_mode,co_occurs_with,2
eye_strain,light_text,co_occurs_with,2
focus_indicator,header,co_occurs_with,2
focus_indicator,hover_effect,co_occurs_with,2
focus_indicator,readability,co_occurs_with,2
footer_section,header,co_occurs_with,2
footer_section,review_count,co_occurs_with,2
header,hover_effect,co_occurs_with,2
header,quick_link,co_occurs_with,2
hostel,label,co_occurs_with,2
hover_effect,readability,co_occurs_with,2
label,user,co_occurs_with,2
light_mode,light_text,co_occurs_with,2
accessibility,light_dark_mode,co_occurs_with,2
brief_description,header_section,co_occurs_with,2
brief_description,logo,co_occurs_with,2
brief_description,management,co_occurs_with,2
brief_description,right_side,co_occurs_with,2
brief_description,theme_toggle,co_occurs_with,2
brief_description,user,co_occurs_with,2
center,hero_section,co_occurs_with,2
center,left_corner,co_occurs_with,2
center,logo,co_occurs_with,2
center,profile_button,co_occurs_with,2
center,right_side,co_occurs_with,2
center,theme_toggle,co_occurs_with,2
center,user,co_occurs_with,2
header,light_dark_mode,co_occurs_with,2
header,right_side,co_occurs_with,2
header_section,light_dark_mode,co_occurs_with,2
header_section,management,co_occurs_with,2
header_section,right_side,co_occurs_with,2
hero_section,right_side,co_occurs_with,2
left_corner,right_side,co_occurs_with,2
light_dark_mode,profile_button,co_occurs_with,2
light_dark_mode,right_side,co_occurs_with,2
logo,management,co_occurs_with,2
management,right_side,co_occurs_with,2
management,theme_toggle,co_occurs_with,2
platform_purpose,right_side,co_occurs_with,2
platform_purpose,service,co_occurs_with,2
platform_purpose,user,co_occurs_with,2
profile_button,right_side,co_occurs_with,2
right_side,theme_toggle,co_occurs_with,2
right_side,top_left,co_occurs_with,2
theme_toggle,top_left,co_occurs_with,2
account,bottom,co_occurs_with,2
account,exist_user,co_occurs_with,2
account,registration_process,co_occurs_with,2
account,right_side,co_occurs_with,2
action,bottom,co_occurs_with,2
action,right_side,co_occurs_with,2
bottom,contact_detail,co_occurs_with,2
bottom,exist_user,co_occurs_with,2
bottom,registration_process,co_occurs_with,2
contact_detail,left_side,co_occurs_with,2
contact_detail,main_content_area,co_occurs_with,2
contact_detail,right_side,co_occurs_with,2
exist_user,platform,co_occurs_with,2
exist_user,registration_process,co_occurs_with,2
exist_user,right_side,co_occurs_with,2
exist_user,user,co_occurs_with,2
left_side,merchant,co_occurs_with,2
left_side,service,co_occurs_with,2
main_content_area,merchant,co_occurs_with,2
merchant,quick_link,co_occurs_with,2
merchant,right_side,co_occurs_with,2
platform,registration_process,co_occurs_with,2
registration_process,right_side,co_occurs_with,2
registration_process,user,co_occurs_with,2
bottom,login_credential,co_occurs_with,2
bottom,password_field,co_occurs_with,2
bottom,title,co_occurs_with,2
brand_identification,comfortable_viewing,co_occurs_with,2
brand_identification,eye_icon,co_occurs_with,2
brand_identification,form,co_occurs_with,2
brand_identification,left_corner,co_occurs_with,2
brand_identification,light_dark_mode,co_occurs_with,2
brand_identification,logo,co_occurs_with,2
brand_identification,right_corner,co_occurs_with,2
brand_identification,title,co_occurs_with,2
brand_identification,top_left,co_occurs_with,2
brand_identification,user,co_occurs_with,2
brand_identification,visibility_toggle,co_occurs_with,2
comfortable_viewing,eye_icon,co_occurs_with,2
comfortable_viewing,form,co_occurs_with,2
comfortable_viewing,left_corner,co_occurs_with,2
comfortable_viewing,light_dark_mode,co_occurs_with,2
comfortable_viewing,logo,co_occurs_with,2
comfortable_viewing,right_corner,co_occurs_with,2
comfortable_viewing,title,co_occurs_with,2
comfortable_viewing,top_left,co_occurs_with,2
comfortable_viewing,user,co_occurs_with,2
comfortable_viewing,visibility_toggle,co_occurs_with,2
context,title,co_occurs_with,2
current_slide_position,page_title,co_occurs_with,2
current_slide_position,title,co_occurs_with,2
eye_icon,form,co_occurs_with,2
eye_icon,left_corner,co_occurs_with,2
eye_icon,light_dark_mode,co_occurs_with,2
eye_icon,logo,co_occurs_with,2
eye_icon,right_corner,co_occurs_with,2
eye_icon,title,co_occurs_with,2
eye_icon,top_left,co_occurs_with,2
eye_icon,user,co_occurs_with,2
eye_icon,visibility_toggle,co_occurs_with,2
form,light_dark_mode,co_occurs_with,2
form,top_left,co_occurs_with,2
form,visibility_toggle,co_occurs_with,2
left_corner,page_title,co_occurs_with,2
left_corner,purpose,co_occurs_with,2
left_corner,title,co_occurs_with,2
left_corner,visibility_toggle,co_occurs_with,2
light_dark_mode,title,co_occurs_with,2
light_dark_mode,visibility_toggle,co_occurs_with,2
login_credential,password_field,co_occurs_with,2
login_credential,platform,co_occurs_with,2
login_credential,user,co_occurs_with,2
logo,page_title,co_occurs_with,2
logo,purpose,co_occurs_with,2
logo,visibility_toggle,co_occurs_with,2
page_title,purpose,co_occurs_with,2
page_title,right_corner,co_occurs_with,2
page_title,title,co_occurs_with,2
password_field,platform,co_occurs_with,2
password_field,user,co_occurs_with,2
platform,verification,co_occurs_with,2
purpose,right_corner,co_occurs_with,2
right_corner,top_left,co_occurs_with,2
right_corner,visibility_toggle,co_occurs_with,2
right_side,title,co_occurs_with,2
title,top_left,co_occurs_with,2
title,visibility_toggle,co_occurs_with,2
top_left,visibility_toggle,co_occurs_with,2
user,visibility_toggle,co_occurs_with,2
form,home_link,co_occurs_with,2
input_field,light_dark_mode,co_occurs_with,2
logo,top,co_occurs_with,2
title,top_right,co_occurs_with,2
top_right,user,co_occurs_with,2
access,authentication,co_occurs_with,2
bottom,form_field,co_occurs_with,2
bottom,home,co_occurs_with,2
bottom,role,co_occurs_with,2
bottom,term,co_occurs_with,2
form_field,service,co_occurs_with,2
form_field,term,co_occurs_with,2
home,role,co_occurs_with,2
accommodation,heading,co_occurs_with,2
accommodation,hide_gem,co_occurs_with,2
accommodation,right_side,co_occurs_with,2
campus,food,co_occurs_with,2
campus,heading,co_occurs_with,2
campus,hide_gem,co_occurs_with,2
food,heading,co_occurs_with,2
food,hide_gem,co_occurs_with,2
food,hostel,co_occurs_with,2
food,right_side,co_occurs_with,2
heading,hide_gem,co_occurs_with,2
heading,right_side,co_occurs_with,2
hide_gem,hostel,co_occurs_with,2
hide_gem,platform,co_occurs_with,2
hide_gem,right_side,co_occurs_with,2
hostel,right_side,co_occurs_with,2
header,previous_page,co_occurs_with,2
service_name,user,co_occurs_with,2
campus,detail,co_occurs_with,2
campus,display,co_occurs_with,2
campus,distance,co_occurs_with,2
campus,left_side,co_occurs_with,2
campus,listing,co_occurs_with,2
campus,price,co_occurs_with,2
campus,property_photo,co_occurs_with,2
card,detail,co_occurs_with,2
card,display,co_occurs_with,2
card,property_photo,co_occurs_with,2
card,title,co_occurs_with,2
detail,display,co_occurs_with,2
detail,distance,co_occurs_with,2
detail,left,co_occurs_with,2
detail,left_side,co_occurs_with,2
detail,positioned,co_occurs_with,2
detail,property_photo,co_occurs_with,2
detail,rating,co_occurs_with,2
detail,title,co_occurs_with,2
display,distance,co_occurs_with,2
display,left_side,co_occurs_with,2
display,positioned,co_occurs_with,2
display,property_photo,co_occurs_with,2
display,rating,co_occurs_with,2
display,review,co_occurs_with,2
distance,left_side,co_occurs_with,2
distance,positioned,co_occurs_with,2
distance,property_photo,co_occurs_with,2
hostel,listing,co_occurs_with,2
hostel,positioned,co_occurs_with,2
hostel,price,co_occurs_with,2
label,parking,co_occurs_with,2
label,rating,co_occurs_with,2
label,review,co_occurs_with,2
label,wifi,co_occurs_with,2
left,left_side,co_occurs_with,2
left,positioned,co_occurs_with,2
left,property,co_occurs_with,2
left_side,property_photo,co_occurs_with,2
left_side,rating,co_occurs_with,2
left_side,title,co_occurs_with,2
listing,positioned,co_occurs_with,2
listing,price,co_occurs_with,2
listing,review,co_occurs_with,2
parking,rating,co_occurs_with,2
positioned,price,co_occurs_with,2
positioned,property_photo,co_occurs_with,2
positioned,rating,co_occurs_with,2
positioned,title,co_occurs_with,2
positioned,user,co_occurs_with,2
price,review,co_occurs_with,2
property,user,co_occurs_with,2
property_photo,rating,co_occurs_with,2
property_photo,review,co_occurs_with,2
property_photo,user,co_occurs_with,2
rating,wifi,co_occurs_with,2
review,title,co_occurs_with,2
header_section,home_page,co_occurs_with,2
header_section,left,co_occurs_with,2
header_section,right_corner,co_occurs_with,2
left,theme_toggle,co_occurs_with,2
bottom,card,co_occurs_with,2
bottom,contact_information,co_occurs_with,2
bottom,detail,co_occurs_with,2
bottom,student,co_occurs_with,2
bottom,website,co_occurs_with,2
campus,footer_section,co_occurs_with,2
card,right_side,co_occurs_with,2
contact_information,detail,co_occurs_with,2
contact_information,student,co_occurs_with,2
description,rating,co_occurs_with,2
description,student,co_occurs_with,2
detail,footer_section,co_occurs_with,2
detail,quick_link,co_occurs_with,2
footer_section,left_side,co_occurs_with,2
footer_section,service,co_occurs_with,2
footer_section,student,co_occurs_with,2
footer_section,website,co_occurs_with,2
left_side,website,co_occurs_with,2
positioned,service,co_occurs_with,2
positioned,student,co_occurs_with,2
quick_link,student,co_occurs_with,2
quick_link,website,co_occurs_with,2
right_side,student,co_occurs_with,2
right_side,website,co_occurs_with,2
user,website,co_occurs_with,2
access_account_option,home_page,co_occurs_with,2
access_account_option,left_corner,co_occurs_with,2
access_account_option,left_panel,co_occurs_with,2
access_account_option,logo,co_occurs_with,2
access_account_option,profile_button,co_occurs_with,2
access_account_option,right_corner,co_occurs_with,2
access_account_option,theme,co_occurs_with,2
access_account_option,theme_toggle,co_occurs_with,2
home_page,left_panel,co_occurs_with,2
home_page,theme,co_occurs_with,2
left_corner,left_panel,co_occurs_with,2
left_corner,theme,co_occurs_with,2
left_panel,logo,co_occurs_with,2
left_panel,profile_button,co_occurs_with,2
left_panel,right_corner,co_occurs_with,2
left_panel,theme,co_occurs_with,2
left_panel,theme_toggle,co_occurs_with,2
logo,theme,co_occurs_with,2
profile_button,theme,co_occurs_with,2
right_corner,theme,co_occurs_with,2
theme,theme_toggle,co_occurs_with,2
user,username,co_occurs_with,2
bottom,input_field,co_occurs_with,2
bottom,name,co_occurs_with,2
consistency,input_field,co_occurs_with,2
consistency,right_side,co_occurs_with,2
footer_section,input_field,co_occurs_with,2
footer_section,main_content_area,co_occurs_with,2
footer_section,name,co_occurs_with,2
input_field,right_side,co_occurs_with,2
main_content_area,name,co_occurs_with,2
name,quick_link,co_occurs_with,2
administrator,back,co_occurs_with,2
administrator,brief_description,co_occurs_with,2
administrator,dashboard_title_section,co_occurs_with,2
administrator,header,co_occurs_with,2
administrator,home,co_occurs_with,2
administrator,icon,co_occurs_with,2
administrator,left,co_occurs_with,2
administrator,main_content_area,co_occurs_with,2
administrator,profile_button,co_occurs_with,2
administrator,refresh_button,co_occurs_with,2
administrator,right,co_occurs_with,2
administrator,title,co_occurs_with,2
administrator,top,co_occurs_with,2
back,brief_description,co_occurs_with,2
back,dashboard_title_section,co_occurs_with,2
back,header,co_occurs_with,2
back,home,co_occurs_with,2
back,icon,co_occurs_with,2
back,left,co_occurs_with,2
back,main_content_area,co_occurs_with,2
back,profile_button,co_occurs_with,2
back,refresh_button,co_occurs_with,2
back,right,co_occurs_with,2
back,title,co_occurs_with,2
back,top,co_occurs_with,2
brief_description,dashboard_title_section,co_occurs_with,2
brief_description,home,co_occurs_with,2
brief_description,icon,co_occurs_with,2
brief_description,left,co_occurs_with,2
brief_description,main_content_area,co_occurs_with,2
brief_description,refresh_button,co_occurs_with,2
brief_description,right,co_occurs_with,2
brief_description,title,co_occurs_with,2
brief_description,top,co_occurs_with,2
dashboard_title_section,header,co_occurs_with,2
dashboard_title_section,home,co_occurs_with,2
dashboard_title_section,icon,co_occurs_with,2
dashboard_title_section,left,co_occurs_with,2
dashboard_title_section,main_content_area,co_occurs_with,2
dashboard_title_section,profile_button,co_occurs_with,2
dashboard_title_section,refresh_button,co_occurs_with,2
dashboard_title_section,right,co_occurs_with,2
dashboard_title_section,title,co_occurs_with,2
dashboard_title_section,top,co_occurs_with,2
email,merchant,co_occurs_with,2
email,name,co_occurs_with,2
email,student,co_occurs_with,2
email,title,co_occurs_with,2
footer_section,merchant,co_occurs_with,2
header,main_content_area,co_occurs_with,2
header,refresh_button,co_occurs_with,2
home,icon,co_occurs_with,2
home,main_content_area,co_occurs_with,2
home,profile_button,co_occurs_with,2
home,refresh_button,co_occurs_with,2
icon,left,co_occurs_with,2
icon,main_content_area,co_occurs_with,2
icon,profile_button,co_occurs_with,2
icon,refresh_button,co_occurs_with,2
icon,right,co_occurs_with,2
left,main_content_area,co_occurs_with,2
left,refresh_button,co_occurs_with,2
left,right,co_occurs_with,2
main_content_area,profile_button,co_occurs_with,2
main_content_area,refresh_button,co_occurs_with,2
main_content_area,right,co_occurs_with,2
main_content_area,title,co_occurs_with,2
main_content_area,top,co_occurs_with,2
merchant,profile_button,co_occurs_with,2
merchant,title,co_occurs_with,2
profile_button,refresh_button,co_occurs_with,2
profile_button,title,co_occurs_with,2
profile_button,top,co_occurs_with,2
refresh_button,right,co_occurs_with,2
refresh_button,title,co_occurs_with,2
refresh_button,top,co_occurs_with,2
role,title,co_occurs_with,2
student,title,co_occurs_with,2
home,landing_page,co_occurs_with,2
home,logout,co_occurs_with,2
landing_page,logout,co_occurs_with,2
